employee_id,employer_id,employer_name,industry,employer_quality,age,education,education_issue,financial_literacy,employer_match_eligible,retirement_contribution_rate,annual_earnings,net_worth,household_debt,complete_iv_case
1502,79,Employer 79,manufacturing,1.13,52,some_college,,-1.355,0,0.0595,57560.05,130844.47,30516.27,1
1503,33,Employer 33,retail,1.764,58,,blank,-0.171,1,0.0805,102312.0,358904.58,21708.02,1
1504,65,Employer 65,healthcare,1.04,57,college,,0.255,1,0.0666,86228.87,156483.92,34594.92,1
1505,71,employer 71,healthcare,-0.829,46,college,,0.458,0,0.0791,44164.69,194768.47,26901.69,1
1506,39,employer 39,tech,0.394,39,high_school,,-0.301,0,0.0024,34705.58,-24652.2,34266.45,1
1507,67,employer 67,retail,0.414,57,high_school,,0.207,1,0.1267,57434.33,308813.21,52864.1,1
1508,17,Employer 17,healthcare,0.01,51,college,,1.369,1,0.0203,91025.23,318357.59,32762.94,1
1509,27,Employer 27,manufacturing,-0.162,34,college,,-0.793,0,0.0794,33843.82,52542.26,43210.11,1
1510,49,Employer 49,manufacturing,-1.858,52,high_school,,-0.367,0,0.0242,61148.21,331509.77,40171.03,1
1511,69,Employer 69,manufacturing,-0.094,43,high_school,,-1.956,1,0.0398,37951.5,-45911.67,20051.41,1
1512,80,Employer 80,,-0.854,40,college,,-0.666,1,0.1206,56351.31,198263.62,31448.61,1
1513,75,Employer 75,tech,-0.726,36,some_college,,0.625,0,0.0378,37737.56,128870.24,61150.65,1
1514,44,Employer 44,healthcare,0.546,52,college,,-1.796,0,0.076,62682.33,218388.56,44392.78,1
1515,20,Employer 20,retail,2.829,60,college,,0.372,1,0.1059,91906.56,395236.19,20515.52,1
1516,45,EMPLOYER 45,healthcare,-0.048,55,college,,-0.832,0,0.0866,95858.63,297875.58,28562.14,1
1517,77,Employer 77,education,2.506,45,graduate,,1.974,1,0.1165,115869.38,429505.26,21930.64,1
1518,42,Employer 42,healthcare,0.503,56,high_school,,-2.229,1,0.1241,64615.07,116066.85,47423.02,1
1519,74,EMPLOYER 74,tech,-0.833,56,,unknown,-1.466,0,0.0323,79057.79,295279.83,39253.76,1
1520,46,Employer 46,healthcare,-0.824,41,high_school,,-0.184,0,0.0703,31355.16,75683.0,29201.07,1
1521,60,Employer 60,healthcare,0.951,27,some_college,,-0.159,0,0.0092,49193.81,34074.6,13290.59,1
1522,55,Employer 55,education,-0.67,27,college,,-0.666,1,0.0245,51987.89,146046.57,56993.82,1
1523,24,Employer 24,education,0.556,59,college,,-0.287,1,0.1072,95694.93,344369.63,24705.26,1
1524,40,employer 40,healthcare,-0.709,25,some_college,,0.992,0,0.0656,39377.47,176926.57,30619.27,1
1526,21,Employer 21,tech,-0.699,58,college,,-0.41,0,0.093,45457.04,262918.02,58899.32,1
1527,59,Employer 59,manufacturing,-0.63,52,some_college,,-1.081,0,0.0067,54370.69,147113.39,53746.34,1
1528,4,Employer 4,tech,0.088,39,college,,0.031,1,0.07519999999999999,75208.87,199519.37,27571.39,1
1529,38,Employer 38,retail,0.6,28,high_school,,1.817,0,0.0516,43089.0,116785.98,51395.85,1
1530,60,Employer 60,healthcare,0.951,50,college,,0.238,0,0.0546,72764.32,190211.94,57326.77,1
1531,23,Employer 23,healthcare,0.843,29,some_college,,0.187,1,0.03,52576.1,136093.61,51813.84,1
1532,40,employer 40,healthcare,-0.709,36,high_school,,-0.439,0,0.0542,65586.23,84068.97,,1
1533,58,Employer 58,education,0.302,42,high_school,,0.602,0,0.066,47002.33,221843.38,36044.1,1
1534,15,Employer 15,manufacturing,-0.5,46,college,,-0.268,0,0.0303,68684.09,222681.11,32704.06,1
1535,16,Employer 16,,-0.05,41,college,,0.826,1,0.1202,71050.17,320546.43,41387.03,1
1536,19,Employer 19,manufacturing,-1.545,33,high_school,,-1.119,0,0.0,34021.37,33487.89,13670.29,1
1537,47,Employer 47,education,-1.546,58,college,,-0.632,1,0.0952,85676.8,449746.03,4547.89,1
1538,26,employer 26,manufacturing,0.782,52,college,,0.048,1,0.0911,70934.18,278763.0,42397.95,1
1539,51,employer 51,retail,0.769,40,some_college,,-1.21,0,0.0391,83189.44,228266.86,-15183.27,1
1540,41,Employer 41,retail,1.797,54,some_college,,-0.915,1,0.091,57772.71,212600.87,37483.32,1
1541,69,Employer 69,manufacturing,-0.094,46,college,,-0.478,0,0.0288,55187.05,164251.51,21371.41,1
1542,36,employer 36,education,0.429,29,high_school,,-0.043,0,0.0168,39507.69,104135.88,9882.36,1
1543,1,Employer 1,healthcare,0.435,44,high_school,,-0.302,0,0.0539,67413.93,148650.45,29848.98,1
1544,11,EMPLOYER 11,education,-0.76,51,graduate,,-0.569,1,0.09230000000000001,77171.12,334561.03,9952.25,1
1545,34,Employer 34,tech,0.713,53,some_college,,-0.816,1,0.054000000000000006,51252.32,181459.42,34678.67,1
1546,19,Employer 19,manufacturing,-1.545,38,college,,0.863,1,0.0962,73294.44,202600.06,60939.36,1
1547,29,Employer 29,tech,-1.532,53,high_school,,0.645,1,0.1392,30373.21,235210.6,17372.0,1
1548,66,Employer 66,,-0.111,34,some_college,,1.426,0,0.1086,34896.4,171041.86,18453.49,1
1549,45,EMPLOYER 45,healthcare,-0.048,32,high_school,,1.251,0,0.0288,36889.32,85999.79,52115.44,1
1550,56,employer 56,retail,1.215,50,college,,-1.414,1,0.0297,78106.34,307066.51,8111.1,1
1551,70,Employer 70,education,1.312,37,graduate,,-0.986,1,0.0869,85957.14,269198.46,63399.12,1
1552,47,Employer 47,education,-1.546,34,,blank,0.16,0,0.0467,49598.4,232873.95,32873.89,1
1553,3,Employer 3,retail,-0.427,27,high_school,,-0.212,1,0.0378,43509.1,95380.01,34962.41,1
1554,43,employer 43,healthcare,-0.302,60,some_college,,-0.502,1,0.0974,71750.31,137552.61,29838.23,1
1555,25,Employer 25,manufacturing,-0.48,57,college,,-1.051,1,0.1172,93735.55,367487.73,41707.42,1
1556,29,Employer 29,tech,-1.532,36,some_college,,0.762,0,0.1108,18000.0,98539.22,46016.43,1
1557,46,Employer 46,healthcare,-0.824,28,high_school,,-0.523,0,0.051,18998.68,142345.54,38467.43,1
1558,44,Employer 44,healthcare,0.546,49,graduate,,-0.153,1,0.06559999999999999,107539.58,367289.94,34498.68,1
1559,5,Employer 5,education,0.163,27,graduate,,-1.399,0,0.0,78758.75,138579.26,50861.08,1
1560,47,Employer 47,education,-1.546,35,college,,1.547,0,0.0638,68288.32,295258.15,67018.94,1
1561,34,Employer 34,tech,0.713,45,,unknown,-1.76,1,0.0401,72802.31,148989.27,29205.92,1
1562,23,Employer 23,healthcare,0.843,25,college,,-1.599,1,0.1176,61483.4,121278.26,46256.18,1
1563,68,Employer 68,healthcare,-0.625,38,high_school,,0.322,0,0.057300000000000004,26573.36,22890.39,17713.7,1
1564,20,Employer 20,retail,2.829,27,college,,0.867,1,0.0459,70383.15,310627.43,16970.02,1
1565,39,employer 39,tech,0.394,31,college,,-0.784,1,0.0463,74790.94,276688.05,21948.71,1
1566,22,Employer 22,education,0.473,41,some_college,,-0.473,1,0.1348,57976.31,217128.45,25524.45,1
1567,78,Employer 78,tech,-0.044,45,some_college,,0.182,0,0.0626,61252.52,133268.66,12951.34,1
1568,24,Employer 24,education,0.556,25,high_school,,-1.154,1,0.0,42179.88,99327.9,29603.5,1
1569,24,Employer 24,education,0.556,26,college,,0.689,1,0.1002,55740.54,141868.2,24854.99,1
1570,10,Employer 10,education,-0.152,41,high_school,,0.519,0,0.049,54463.02,194924.14,12702.06,1
1571,57,employer 57,manufacturing,-1.965,38,high_school,,-0.177,0,0.0424,49164.91,117027.68,-1548.98,1
1572,48,Employer 48,healthcare,-0.549,57,graduate,,-0.085,0,0.1114,101890.16,301785.14,12910.33,1
1573,69,Employer 69,manufacturing,-0.094,30,college,,0.746,0,0.0075,60476.23,154956.76,45334.16,1
1576,80,Employer 80,,-0.854,40,college,,-1.14,0,0.0562,37787.9,206317.12,21689.62,1
1577,16,Employer 16,,-0.05,39,college,,1.756,0,0.08900000000000001,73324.56,333722.74,19240.45,1
1578,19,Employer 19,manufacturing,-1.545,36,college,,1.392,0,0.0638,35869.25,179448.7,31349.0,1
1579,46,Employer 46,healthcare,-0.824,25,high_school,,0.684,1,0.0314,20270.52,30370.01,49597.03,1
1580,72,Employer 72,retail,-1.546,55,college,,0.502,0,0.0086,83588.2,179475.63,30887.7,1
1581,24,Employer 24,education,0.556,57,high_school,,0.71,0,0.0866,92737.61,334518.38,25032.03,1
1582,49,Employer 49,manufacturing,-1.858,31,some_college,,0.993,0,0.0335,30070.01,14066.84,5080.7,1
1583,42,Employer 42,healthcare,0.503,30,high_school,,0.128,1,0.0875,47713.49,180672.88,27652.17,1
1584,2,Employer 2,tech,0.564,36,some_college,,-0.421,1,0.0781,48423.26,150336.89,48913.88,1
1585,73,Employer 73,tech,1.456,26,some_college,,-1.736,1,0.0374,54401.16,184405.43,60498.99,1
1586,48,Employer 48,healthcare,-0.549,59,some_college,,0.276,0,0.0774,77392.63,289467.31,26047.1,1
1587,36,employer 36,education,0.429,58,high_school,,1.171,0,0.023700000000000002,71508.66,231394.21,-4039.27,1
1588,47,Employer 47,education,-1.546,40,graduate,,-2.288,0,0.0062,59263.58,256573.45,51250.15,1
1589,69,Employer 69,manufacturing,-0.094,46,college,,-1.276,1,0.1605,63773.42,176855.81,46867.14,1
1590,21,Employer 21,tech,-0.699,55,college,,0.235,0,0.0686,93256.45,324096.07,81544.29,1
1591,17,Employer 17,healthcare,0.01,47,some_college,,0.15,1,0.12119999999999999,74438.85,175090.0,32617.16,1
1592,64,Employer 64,education,0.008,27,college,,0.417,1,0.1271,60290.61,250015.99,50141.17,1
1593,65,Employer 65,healthcare,1.04,46,graduate,,-0.196,0,0.0131,102066.03,416196.91,49904.21,1
1594,71,employer 71,healthcare,-0.829,26,college,,-0.53,0,0.053200000000000004,70428.84,102033.05,37970.14,1
1595,22,Employer 22,education,0.473,39,graduate,,-0.656,0,0.0,57597.77,122716.37,31848.98,1
1596,51,employer 51,retail,0.769,28,graduate,,-0.618,1,0.0672,71195.14,196318.17,55781.43,1
1597,26,employer 26,manufacturing,0.782,44,high_school,,0.677,1,0.0773,64007.49,310597.36,58068.8,1
1598,33,Employer 33,retail,1.764,58,college,,0.23,1,0.0859,98799.62,379337.8,42500.43,1
1599,61,Employer 61,education,0.898,53,high_school,,-0.674,1,0.0694,79170.08,318374.56,47137.68,1
1600,7,Employer 7,tech,1.877,55,high_school,,-0.267,1,0.0903,73394.96,304151.2,48188.83,1
1601,71,employer 71,healthcare,-0.829,57,college,,0.557,0,0.0,71296.08,228155.6,17699.28,1
1602,77,Employer 77,education,2.506,37,college,,1.438,1,0.182,84656.11,300748.1,11984.79,1
1603,26,employer 26,manufacturing,0.782,46,college,,-1.271,1,0.1251,76068.52,294266.41,31276.88,1
1604,77,Employer 77,education,2.506,30,high_school,,0.663,1,0.1345,77116.52,187670.28,25099.35,1
1605,54,Employer 54,healthcare,1.602,25,high_school,,0.376,1,0.11130000000000001,70674.58,219826.77,40986.23,1
1606,56,employer 56,retail,1.215,30,high_school,,-0.796,1,0.0513,56738.13,38781.43,30216.95,1
1607,51,employer 51,retail,0.769,40,college,,1.242,1,0.1278,65402.45,209804.0,70602.14,1
1608,74,EMPLOYER 74,tech,-0.833,51,graduate,,0.042,0,0.0293,97607.02,334619.27,52931.34,1
1609,41,Employer 41,retail,1.797,57,graduate,,0.739,1,0.0807,133105.6,445500.87,55426.11,1
1610,61,Employer 61,education,0.898,31,high_school,,0.737,1,0.0925,32636.23,79073.26,4173.46,1
1611,48,Employer 48,healthcare,-0.549,33,some_college,,-0.075,0,0.0709,41492.33,164911.7,34296.24,1
1612,62,Employer 62,education,-0.064,43,some_college,,-0.064,1,0.0931,50473.38,114144.34,74816.97,1
1613,45,EMPLOYER 45,healthcare,-0.048,57,some_college,,-0.615,1,0.1178,85507.23,267823.96,-110.0,1
1614,14,Employer 14,tech,0.809,42,some_college,,-0.727,0,0.0434,64371.23,161654.53,59891.24,1
1615,80,Employer 80,,-0.854,,college,,1.556,1,0.192,79095.09,385696.26,3911.4,1
1616,32,Employer 32,healthcare,-0.072,25,college,,1.442,1,0.0779,55403.28,130792.21,20108.88,1
1617,17,Employer 17,healthcare,0.01,33,some_college,,-0.107,1,0.0317,63807.52,129450.03,32316.81,1
1618,4,Employer 4,tech,0.088,25,some_college,,-0.561,1,0.1089,40193.47,37558.06,16990.02,1
1619,38,Employer 38,retail,0.6,37,some_college,,-0.793,1,0.1266,38882.27,189814.35,7972.68,1
1620,55,Employer 55,education,-0.67,46,high_school,,0.577,0,0.0552,58445.6,273557.98,48966.89,1
1621,46,Employer 46,healthcare,-0.824,31,some_college,,2.537,0,0.0592,43244.55,185451.87,-34956.7,1
1622,18,Employer 18,tech,-0.442,50,high_school,,0.784,0,0.0867,60511.05,212105.37,-656.28,1
1623,3,Employer 3,retail,-0.427,49,high_school,,1.945,0,0.1042,48921.03,193008.77,47125.15,1
1624,36,employer 36,education,0.429,51,college,,-0.585,1,0.1072,76769.98,264539.69,18824.03,1
1625,4,Employer 4,tech,0.088,58,high_school,,0.872,1,0.0808,72168.11,247985.18,64437.4,1
1626,59,Employer 59,manufacturing,-0.63,59,graduate,,1.477,0,0.08,103929.4,420253.52,34205.03,1
1627,1,Employer 1,healthcare,0.435,38,some_college,,-0.751,1,0.0437,61030.78,192272.6,76276.28,1
1628,21,Employer 21,tech,-0.699,26,high_school,,-0.951,0,0.013300000000000001,38660.47,-16323.06,12663.7,1
1629,12,employer 12,manufacturing,-0.86,28,some_college,,1.113,0,0.0593,39281.48,62376.8,,1
1630,20,Employer 20,retail,2.829,39,,blank,-0.893,1,0.07139999999999999,89216.25,165376.1,11510.39,1
1631,7,Employer 7,tech,1.877,35,high_school,,-1.969,1,0.0228,66401.89,153276.52,57756.28,1
1632,40,employer 40,healthcare,-0.709,37,high_school,,-0.984,0,0.0,41876.63,20915.73,21108.87,1
1633,76,Employer 76,manufacturing,0.681,35,college,,1.31,1,0.1232,66840.67,226178.49,14873.68,1
1634,61,Employer 61,education,0.898,40,high_school,,2.896,0,0.1033,44831.23,293095.76,29366.58,1
1635,52,Employer 52,healthcare,0.211,25,college,,0.967,0,0.0109,44715.46,192912.33,11040.85,1
1636,38,Employer 38,retail,0.6,33,high_school,,-0.865,0,0.0664,30708.1,97828.58,47918.51,1
1637,49,Employer 49,manufacturing,-1.858,25,some_college,,-0.361,0,0.0311,18000.0,139178.56,46913.6,1
1638,70,Employer 70,education,1.312,33,graduate,,-0.859,1,0.079,90381.67,173176.29,17594.24,1
1639,25,Employer 25,manufacturing,-0.48,55,high_school,,0.444,0,0.0053,45792.71,123360.05,63114.92,1
1640,39,employer 39,tech,0.394,49,college,,-0.304,0,0.0059,73244.6,111513.55,32815.81,1
1641,73,Employer 73,tech,1.456,36,graduate,,0.489,1,0.1064,71695.59,273850.81,51276.51,1
1642,3,Employer 3,retail,-0.427,53,some_college,,0.439,0,0.0,90080.06,215897.71,35606.56,1
1643,3,Employer 3,retail,-0.427,45,college,,-1.711,1,0.0536,80409.27,239841.04,23811.67,1
1644,33,Employer 33,retail,1.764,35,high_school,,1.304,1,0.0989,40953.01,132733.26,70195.13,1
1645,37,Employer 37,retail,-0.676,29,college,,0.476,1,0.124,43927.8,168459.27,38294.41,1
1646,64,Employer 64,education,0.008,46,college,,-0.218,0,0.0101,77423.51,172446.38,20651.87,1
1647,37,Employer 37,retail,-0.676,27,college,,2.284,0,0.0697,50312.81,146671.69,46986.13,1
1648,4,Employer 4,tech,0.088,41,high_school,,-0.398,1,0.08039999999999999,46980.84,180183.05,-1425.73,1
1649,44,Employer 44,healthcare,0.546,38,graduate,,0.663,1,0.1207,85430.8,301903.06,36137.35,1
1650,44,Employer 44,healthcare,0.546,59,graduate,,2.152,1,0.12029999999999999,91960.74,383358.09,44831.1,1
1651,36,employer 36,education,0.429,40,high_school,,0.039,1,0.0793,59118.29,193851.13,3788.98,1
1652,51,employer 51,retail,0.769,57,graduate,,-0.77,1,0.0897,90642.15,320526.24,52066.99,1
1653,54,Employer 54,healthcare,1.602,58,some_college,,-0.374,1,0.0645,78712.44,179828.27,52023.95,1
1654,21,Employer 21,tech,-0.699,45,college,,0.383,0,0.0854,58156.81,167501.41,36399.43,1
1655,4,Employer 4,tech,0.088,51,college,,0.839,0,0.0164,89799.11,287063.32,28111.47,1
1656,44,Employer 44,healthcare,0.546,34,college,,0.973,1,0.0952,64791.3,243381.05,10183.4,1
1657,11,EMPLOYER 11,education,-0.76,39,high_school,,-0.106,0,0.0546,64234.4,60395.41,36635.81,1
1658,56,employer 56,retail,1.215,54,college,,-1.023,1,0.0834,80041.02,271510.72,55835.49,1
1659,14,Employer 14,tech,0.809,32,high_school,,-0.025,1,0.1138,38432.51,152865.84,21198.09,1
1660,39,employer 39,tech,0.394,44,high_school,,0.174,1,0.10310000000000001,62893.41,244658.34,10816.88,1
1661,74,EMPLOYER 74,tech,-0.833,26,college,,-0.199,0,0.0537,35954.42,159075.1,59806.2,1
1662,72,Employer 72,retail,-1.546,25,graduate,,-1.304,0,0.031200000000000002,56225.97,182890.15,57302.67,1
1663,8,Employer 8,retail,1.471,55,college,,-0.047,0,0.0489,81554.69,172277.12,40849.57,1
1664,11,EMPLOYER 11,education,-0.76,29,high_school,,0.69,0,0.0263,50930.53,125004.14,59780.52,1
1665,33,Employer 33,retail,1.764,36,high_school,,-0.667,1,0.0776,60197.95,195420.99,55057.01,1
1666,24,Employer 24,education,0.556,35,college,,0.767,1,0.0699,58687.56,159736.82,55571.42,1
1667,20,Employer 20,retail,2.829,60,college,,-0.133,1,0.11019999999999999,118574.72,432984.24,7487.59,1
1668,79,Employer 79,manufacturing,1.13,59,high_school,,1.192,1,0.1618,56134.67,225786.88,36811.94,1
1669,11,EMPLOYER 11,education,-0.76,46,some_college,,-0.32,1,0.0692,39668.12,190478.18,56359.25,1
1670,12,employer 12,manufacturing,-0.86,58,graduate,,-0.671,0,0.0439,88365.2,359406.58,69755.3,1
1671,77,Employer 77,education,2.506,30,college,,-0.007,1,0.0619,88326.78,264239.67,35399.46,1
1672,42,Employer 42,healthcare,0.503,48,high_school,,-0.527,1,0.0573,68887.89,260270.82,32659.66,1
1673,11,EMPLOYER 11,education,-0.76,55,college,,0.815,0,0.1215,94742.28,434774.39,45969.44,1
1674,58,Employer 58,education,0.302,53,college,,0.035,0,0.0335,76755.64,274528.86,-272.19,1
1676,64,Employer 64,education,0.008,55,high_school,,0.819,0,0.0728,66830.23,199353.09,11387.67,1
1677,49,Employer 49,manufacturing,-1.858,58,graduate,,0.054,0,0.0668,85434.85,295540.56,15218.73,1
1678,69,Employer 69,manufacturing,-0.094,28,college,,-2.232,0,0.0026,66082.42,211379.84,27510.53,1
1679,30,Employer 30,manufacturing,-0.274,26,some_college,,1.189,0,0.0322,39419.61,155576.16,33868.52,1
1680,80,Employer 80,,-0.854,48,college,,-0.068,1,0.0946,60666.05,220470.18,59345.74,1
1681,57,employer 57,manufacturing,-1.965,38,high_school,,0.397,0,0.0098,51236.48,150956.32,57466.0,1
1682,3,Employer 3,retail,-0.427,44,some_college,,0.168,0,0.0776,59072.1,313867.16,19142.14,1
1683,10,Employer 10,education,-0.152,31,high_school,,2.03,0,0.0565,18000.0,69204.68,31741.94,1
1684,77,Employer 77,education,2.506,45,college,,-1.025,1,0.076,103197.32,310895.73,11768.32,1
1685,23,Employer 23,healthcare,0.843,41,college,,0.534,0,0.0581,95173.63,216845.63,38093.31,1
1686,53,Employer 53,education,-1.301,25,college,,-0.352,0,0.0005,37190.28,12756.64,27895.46,1
1687,17,Employer 17,healthcare,0.01,52,college,,0.654,0,0.0776,80120.17,226625.92,38905.23,1
1688,79,Employer 79,manufacturing,1.13,59,some_college,,-0.391,1,0.0948,94532.75,258321.81,34786.16,1
1689,5,Employer 5,education,0.163,52,high_school,,-0.153,0,0.0425,55019.97,178580.72,19164.05,1
1690,63,Employer 63,healthcare,1.055,59,high_school,,0.719,1,0.10289999999999999,48927.71,150339.73,33414.4,1
1691,9,employer 9,healthcare,-0.575,45,high_school,,-0.491,0,0.0407,38120.21,205395.66,29419.3,1
1692,78,Employer 78,tech,-0.044,33,high_school,,-0.984,0,0.0453,39487.77,96931.84,13221.84,1
1693,10,Employer 10,education,-0.152,60,some_college,,-0.006,1,0.0868,66263.15,236148.35,7933.74,1
1694,1,Employer 1,healthcare,0.435,60,some_college,,-0.295,0,0.0734,65691.73,220376.53,37285.19,1
1695,68,Employer 68,healthcare,-0.625,27,college,,0.034,0,0.0578,46394.22,155193.6,45927.34,1
1696,74,EMPLOYER 74,tech,-0.833,42,high_school,,-0.885,1,0.0448,45689.86,123702.81,42215.56,1
1697,52,Employer 52,healthcare,0.211,28,college,,1.126,0,0.0033,71646.81,191844.36,48730.33,1
1698,64,Employer 64,education,0.008,42,college,,-2.889,1,0.041100000000000005,84864.44,305046.13,18840.73,1
1699,35,Employer 35,education,1.147,42,college,,-1.294,1,0.0562,95370.53,279441.67,53798.07,1
1700,63,Employer 63,healthcare,1.055,52,college,,-0.891,1,0.1002,90185.96,351965.8,4947.97,1
1701,64,Employer 64,education,0.008,52,college,,1.962,0,0.0883,80804.76,405692.12,43724.28,1
1702,7,Employer 7,tech,1.877,37,high_school,,0.003,1,0.132,74213.82,260996.81,46539.42,1
1703,71,employer 71,healthcare,-0.829,54,college,,0.648,0,0.0537,61333.55,298570.47,72427.68,1
1705,25,Employer 25,manufacturing,-0.48,51,graduate,,-0.628,0,0.0022,72041.05,27390.73,23494.02,1
1706,19,Employer 19,manufacturing,-1.545,38,some_college,,1.421,0,0.08460000000000001,38177.92,123638.61,64853.55,1
1707,25,Employer 25,manufacturing,-0.48,39,college,,0.75,0,0.0392,60856.99,170443.99,40936.92,1
1708,72,Employer 72,retail,-1.546,53,graduate,,0.032,0,0.0283,75057.24,335758.22,44086.32,1
1709,6,employer 6,tech,-0.405,32,college,,-1.18,0,0.012,60303.16,96737.46,38019.06,1
1710,35,Employer 35,education,1.147,34,graduate,,1.19,1,0.0726,80809.58,269697.87,69069.25,1
1711,57,employer 57,manufacturing,-1.965,26,high_school,,2.156,0,0.10869999999999999,26951.4,74765.76,10506.3,1
1712,22,Employer 22,education,0.473,30,high_school,,-0.722,1,0.0627,44154.76,191447.71,76299.35,1
1713,33,Employer 33,retail,1.764,38,college,,0.019,1,0.1255,59905.69,220027.24,13784.54,1
1714,63,Employer 63,healthcare,1.055,55,high_school,,0.736,0,0.0722,75412.09,292360.78,19397.45,1
1715,18,Employer 18,tech,-0.442,59,high_school,,-1.094,1,0.0833,38722.98,226676.99,51837.93,1
1716,55,Employer 55,education,-0.67,45,some_college,,-0.47,0,0.0,89196.86,93432.83,18515.0,1
1717,51,employer 51,retail,0.769,40,some_college,,-0.274,1,0.1052,59492.73,227981.23,49038.72,1
1718,4,Employer 4,tech,0.088,40,some_college,,2.308,1,0.1316,53426.29,259377.27,32566.71,1
1719,56,employer 56,retail,1.215,36,graduate,,0.699,1,0.0822,83578.63,352778.44,49256.36,1
1720,46,Employer 46,healthcare,-0.824,59,high_school,,-0.314,1,0.167,52876.22,136548.85,52353.45,1
1721,52,Employer 52,healthcare,0.211,29,high_school,,2.38,1,0.0949,48267.68,215898.86,18493.62,1
1722,57,employer 57,manufacturing,-1.965,34,some_college,,-1.139,0,0.0,20018.1,57886.25,17713.9,1
1723,35,Employer 35,education,1.147,32,high_school,,0.401,1,0.087,56630.25,224656.67,31864.6,1
1724,65,Employer 65,healthcare,1.04,31,college,,0.047,1,0.08070000000000001,71299.22,116074.73,8886.53,1
1725,16,Employer 16,,-0.05,35,college,,0.477,1,0.0797,77568.33,245686.23,48026.57,1
1726,11,EMPLOYER 11,education,-0.76,48,high_school,,-0.888,0,0.0518,61311.93,198039.73,35051.45,1
1727,66,Employer 66,,-0.111,41,high_school,,-1.54,0,0.0203,44346.51,145325.72,-13303.4,1
1728,42,Employer 42,healthcare,0.503,38,,unknown,-0.379,0,0.0194,59431.31,182809.93,29818.54,1
1729,44,Employer 44,healthcare,0.546,58,high_school,,-0.958,1,0.1167,68277.16,238621.27,1886.67,1
1730,40,employer 40,healthcare,-0.709,55,college,,-0.975,0,0.0514,71398.51,214475.8,59088.31,1
1731,76,Employer 76,manufacturing,0.681,46,graduate,,-0.349,1,0.1054,111428.34,303042.03,22625.35,1
1732,32,Employer 32,healthcare,-0.072,51,high_school,,2.118,1,0.07,57273.06,275526.84,22827.61,1
1733,44,Employer 44,healthcare,0.546,53,college,,-0.062,1,0.1553,83298.22,410595.72,63610.39,1
1734,79,Employer 79,manufacturing,1.13,45,high_school,,1.171,1,0.1413,70609.76,329775.03,50774.49,1
1735,62,Employer 62,education,-0.064,58,graduate,,0.848,0,0.1144,110860.45,559651.24,35807.4,1
1736,40,employer 40,healthcare,-0.709,50,high_school,,2.441,0,0.1166,44566.19,239387.47,26511.69,1
1738,31,Employer 31,tech,-0.524,60,high_school,,1.056,1,0.1612,52104.01,314731.63,19252.75,1
1739,32,Employer 32,healthcare,-0.072,33,some_college,,-1.704,1,0.05,47071.53,67640.03,5214.05,1
1741,68,Employer 68,healthcare,-0.625,39,high_school,,-0.177,0,0.0353,42184.75,97826.93,37342.01,1
1742,68,Employer 68,healthcare,-0.625,35,graduate,,-1.307,0,0.0103,70346.29,325018.95,72885.28,1
1743,44,Employer 44,healthcare,0.546,57,high_school,,0.385,1,0.0747,82434.3,306007.51,43001.17,1
1744,60,Employer 60,healthcare,0.951,51,high_school,,-0.781,1,0.1145,81119.34,299061.66,,1
1745,6,employer 6,tech,-0.405,41,graduate,,-0.127,0,0.0515,76255.65,179201.27,54240.1,1
1746,36,employer 36,education,0.429,35,college,,-0.028,1,0.064,53629.65,107010.99,7854.4,1
1747,49,Employer 49,manufacturing,-1.858,34,some_college,,0.072,0,0.0036,25092.8,25144.56,36410.28,1
1748,43,employer 43,healthcare,-0.302,30,graduate,,1.058,0,0.0263,72226.79,255792.4,32866.02,1
1749,54,Employer 54,healthcare,1.602,42,college,,-1.655,1,0.047599999999999996,76251.04,284478.18,35522.56,1
1750,46,Employer 46,healthcare,-0.824,41,college,,-1.015,0,0.05,79945.67,225954.68,-7395.08,1
1751,26,employer 26,manufacturing,0.782,40,college,,-2.353,0,0.0,78535.66,241551.27,31981.41,1
1752,31,Employer 31,tech,-0.524,41,graduate,,0.053,0,0.0239,79418.41,317626.34,2642.14,1
1753,37,Employer 37,retail,-0.676,35,high_school,,0.94,1,0.087,44970.93,76087.65,50578.3,1
1754,80,Employer 80,,-0.854,53,college,,-0.994,0,0.0698,65737.33,166257.92,7244.2,1
1755,27,Employer 27,manufacturing,-0.162,34,college,,-1.205,0,0.0218,58330.77,14939.02,32007.2,1
1756,53,Employer 53,education,-1.301,47,some_college,,0.305,0,0.0302,54250.55,106797.19,11056.12,1
1757,23,Employer 23,healthcare,0.843,59,high_school,,-1.102,1,0.0672,52256.43,201809.13,40336.85,1
1758,14,Employer 14,tech,0.809,50,some_college,,-0.16,0,0.1054,74038.71,246201.48,18877.45,1
1759,65,Employer 65,healthcare,1.04,54,college,,-1.852,1,0.12619999999999998,90574.24,359908.4,86616.89,1
1760,35,Employer 35,education,1.147,25,college,,-0.289,1,0.0838,92227.63,315485.14,10516.1,1
1761,37,Employer 37,retail,-0.676,33,college,,0.501,0,0.0666,66286.23,307402.03,6303.64,1
1762,17,Employer 17,healthcare,0.01,33,high_school,,-0.679,0,0.0178,35278.81,-62208.03,46047.46,1
1763,45,EMPLOYER 45,healthcare,-0.048,40,high_school,,-2.885,0,0.0183,60752.94,115689.9,94442.84,1
1764,72,Employer 72,retail,-1.546,33,some_college,,1.358,0,0.0564,26260.15,86760.15,54969.16,1
